epoch,train_loss,train_acc,test_loss,test_acc,lr
1,1.387293917742389,0.4699195906432749,1.2697980861331142,0.5125758341759353,0.001
2,1.1119630612127962,0.5741593567251463,1.2857020497322083,0.5321979271991911,0.001
3,0.9593726773011056,0.6354166666666666,1.0438066984331884,0.6134352881698686,0.001
4,0.9127014221852285,0.66078216374269,0.9314355240311734,0.6565659757330636,0.001
5,0.8615286895754741,0.6802266081871344,1.109865851180498,0.5904638523761375,0.001
6,0.8229684092496571,0.6896198830409357,0.8262219477531522,0.6918920626895855,0.001
7,0.8042129804516396,0.6989766081871346,0.8554079809854197,0.682033619817998,0.001
8,0.7710636822800887,0.714875730994152,0.9720645415228467,0.6426314459049545,0.001
9,0.7493078872474314,0.7244883040935672,0.9211432310037835,0.6685098584428716,0.001
10,0.7243537552524031,0.7370248538011696,0.854664264723312,0.6809908998988878,0.001
11,0.7243608440223493,0.7338815789473685,0.8058056283828824,0.7054474216380182,0.001
12,0.6924030514139878,0.7439327485380117,0.796187955279683,0.7109453993933266,0.001
13,0.6827349017935189,0.7499269005847954,0.7968857946783997,0.7006445904954499,0.001
14,0.6915467656843843,0.747953216374269,0.8069848085558692,0.7010869565217391,0.001
15,0.6711845345664442,0.7517178362573099,0.678936606922815,0.7543920626895854,0.001
16,0.6444566419772935,0.7665570175438597,0.7844553374966909,0.7099026794742164,0.001
17,0.6329008835798119,0.7703581871345029,0.6612357434838317,0.7642821031344793,0.001
18,0.6191084651570571,0.7796783625730993,0.7051873629869416,0.7517694641051568,0.001
19,0.6165721756324434,0.7828947368421053,0.699517278477203,0.7367922143579373,0.001
20,0.6222848078312232,0.7758406432748537,0.6577635636163313,0.7528121840242669,0.001
21,0.5976407866031803,0.781578947368421,0.7302084502785705,0.7388460566228514,0.001
22,0.6111722624267054,0.7772295321637427,0.8873964146126149,0.674608190091001,0.001
23,0.600039219298558,0.7796052631578947,0.5825505090314288,0.7850733063700709,0.001
24,0.58906295930433,0.7913377192982456,0.5762510167997937,0.7853576845298281,0.001
25,0.5848549409219396,0.7895833333333334,0.7512662916682488,0.7222889282103134,0.001
26,0.5861757450807862,0.7863304093567252,0.6655631072299425,0.7577414054600606,0.001
27,0.5788265238379875,0.7939692982456141,0.6513787909995677,0.7705384226491406,0.001
28,0.5595012653989402,0.8020102339181288,0.5855108003976733,0.7933518705763397,0.001
29,0.5541104824222319,0.8066520467836257,0.6626044546448907,0.7577414054600606,0.001
30,0.5599890652804347,0.8026315789473685,0.7630828542764797,0.7436488877654196,0.001
31,0.5470542522550327,0.8001827485380117,0.5524812323409457,0.7992922143579373,0.001
32,0.5391414204710409,0.7993786549707602,0.6548129534998606,0.7561615267947421,0.001
33,0.5583541711345751,0.7983552631578948,0.7497030960959058,0.7353387259858443,0.001
34,0.5474546860184586,0.8051900584795322,0.7393007895281148,0.7161589989888776,0.001
35,0.5288513636554194,0.808516081871345,0.6345511362996212,0.7827350859453993,0.001
36,0.5276898886376654,0.8118421052631578,0.6080049629821334,0.7708228008088979,0.001
37,0.518877530742807,0.812719298245614,0.622241212185039,0.7843149646107178,0.001
38,0.522642439830373,0.8132309941520468,0.5519470343756121,0.8097510111223457,0.001
39,0.5257493222666065,0.8162280701754385,0.5700965340054313,0.7804284630940344,0.001
40,0.5206866823790366,0.8180555555555555,0.5892208017582117,0.7722762891809909,0.001
41,0.5094200406681028,0.8171052631578947,0.533073355292165,0.8048217896865522,0.001
42,0.4993902801247368,0.819517543859649,0.9227009886919066,0.6809908998988878,0.001
43,0.5124042988346335,0.8139985380116959,0.782611163549645,0.7116721435793731,0.001
44,0.5080657834895173,0.8171052631578947,0.5288345675135768,0.8105093528816988,0.001
45,0.5084292082584392,0.8217105263157894,0.8574624546738558,0.684340242669363,0.001
46,0.4961100631987142,0.8270833333333334,0.5995862913686175,0.7748988877654197,0.001
47,0.4994779210864452,0.8217836257309942,0.6226165606531986,0.7721183013144591,0.001
48,0.49528956918688544,0.816264619883041,0.5469091836103174,0.8065596562184024,0.001
49,0.48687483117594355,0.8260964912280702,0.5573856837527696,0.792783114256825,0.001
50,0.4956810652163991,0.8256213450292398,0.47498758795649504,0.8346183013144591,0.001
